Date,Open,High,Low,Close,Volume
2020-11-26,985.9146349158843,985.9146349158843,966.8557872032092,979.9724731445312,10962256.0
2020-11-27,984.1980597478693,986.8390205522016,960.4294125088778,968.352294921875,25306145.0
2020-11-30,,,,,
2020-12-01,972.7980424462677,1003.7852756765791,972.7980424462677,1001.6724853515625,8933802.0
2020-12-02,998.2831298275363,1010.1233938062726,986.8389669635521,1004.3573608398438,6741637.0
2020-12-03,1009.7274053146347,1009.7274053146347,988.3355785907971,991.6367797851562,16212632.0
2020-12-04,990.3602956863183,1000.9241388403057,981.5570930579954,998.8554077148438,10564055.0
2020-12-07,1009.9916839969044,1015.009467521504,1000.044020038533,1006.6464233398438,7792141.0
2020-12-08,1007.9666693056053,1027.3337144800362,1007.9666693056053,1015.3173217773438,12308330.0
2020-12-09,1028.2581640207657,1038.3377884186514,1018.5305817722591,1034.5523681640625,10039346.0
2020-12-10,1018.8827250462048,1031.4272891775722,1012.3683334085982,1027.9940185546875,9488782.0
2020-12-11,1020.9074043544209,1031.6913279811351,1016.9900220213509,1023.988525390625,10574009.0
2020-12-14,1029.4466563014007,1032.2636384849482,1010.7838000872065,1025.1771240234375,6728187.0
2020-12-15,1017.6502555430928,1024.4286787937226,1014.1289743820441,1016.4177856445312,6905926.0
2020-12-16,1021.171548327468,1029.0064204921753,1015.5374769134664,1026.1893310546875,7788404.0
2020-12-17,1026.365188913441,1029.0061491178014,1017.8260197761084,1020.4669799804688,6658153.0
2020-12-18,1041.2869820726494,1051.9828966141033,1034.9046590597186,1047.4052734375,15995676.0
2020-12-21,1045.8205071895295,1064.9674735459034,1014.1730356676362,1036.401123046875,10858352.0
2020-12-22,1040.5384589995774,1077.3798372613046,1035.3445484142403,1074.4307861328125,10901851.0
2020-12-23,1089.8365850669452,1108.1912427335908,1083.2782414933815,1103.08544921875,15878346.0
2020-12-24,1100.3125337258937,1100.3125337258937,1079.2728538271147,1088.1201171875,7313885.0
2020-12-28,1090.2326495757873,1098.639751556463,1088.075907791497,1091.861328125,4607051.0
2020-12-29,1087.1954861811491,1104.3176717038261,1087.1954861811491,1100.6644287109375,6878105.0
2020-12-30,1103.0414394818924,1103.3055785810864,1089.9687032914826,1097.58349609375,5194690.0
2020-12-31,1094.2380832725962,1107.7950367699373,1090.7168022322983,1105.5062255859375,7430470.0
2021-01-01,1107.3548572277425,1114.0452695948306,1105.5062062061872,1109.599609375,4253550.0
2021-01-04,1117.1264659808303,1135.6131923682199,1110.2159730853582,1134.0726318359375,7208454.0
2021-01-05,1128.5707940797126,1143.5362414271035,1122.4526100603225,1138.9586181640625,8145280.0
2021-01-06,1144.4160757302486,1146.1767158467567,1116.28989285341,1128.6583251953125,7161715.0
2021-01-07,1140.8951348189516,1142.347684839273,1105.2421618558594,1111.0963134765625,10954918.0
2021-01-08,1125.2696546603722,1159.2060521819562,1125.2696546603722,1155.0684814453125,13186251.0
2021-01-11,1181.4780426882976,1217.7912608892107,1179.629391253904,1211.4969482421875,20528626.0
2021-01-12,1213.081592713459,1213.081592713459,1197.2358244486968,1207.57958984375,8309868.0
2021-01-13,1209.4280493067367,1226.1101838358318,1197.2356343753304,1221.1363525390625,14442997.0
2021-01-14,1197.2355193702117,1218.3632050061565,1160.6581706285956,1206.4788818359375,27521697.0
2021-01-15,1197.2355572739823,1201.152939458616,1179.6291520199532,1183.9866943359375,15018441.0
2021-01-18,1177.8686852654287,1179.6293260505788,1149.6984327030268,1155.0244140625,8861765.0
2021-01-19,1162.022904326786,1171.7064285295091,1154.98034127026,1159.0738525390625,5585744.0
2021-01-20,1162.5070513124583,1187.023950937931,1162.5070513124583,1179.14501953125,8225838.0
2021-01-21,1188.4323317498906,1198.1599134497121,1175.227528063781,1179.364990234375,6142421.0
2021-01-22,1168.1850268607495,1193.7143153151292,1167.78892571395,1180.37744140625,9646591.0
2021-01-25,1184.030971185381,1186.583921909131,1155.8607175958405,1166.5125732421875,6542611.0
2021-01-26,,,,,
2021-01-27,1161.6705658114433,1168.6691761875868,1131.2995175680549,1145.296630859375,8133665.0
2021-01-28,1137.197927864108,1141.2913317270973,1120.2517602809414,1123.46484375,4660690.0
2021-01-29,1132.3120643847108,1136.6256556459916,1083.6743644373792,1090.760986328125,12183519.0
2021-02-01,1100.8844352414333,1125.005122010936,1092.4773346055727,1109.9957275390625,8880279.0
2021-02-02,1126.8099803343166,1139.4866141052723,1112.3727059690884,1119.107177734375,6892490.0
2021-02-03,1124.7413219740633,1147.9377418137635,1120.647810835062,1130.903564453125,8182968.0
2021-02-04,1131.211624326662,1138.6063365926661,1119.811519034765,1126.23779296875,5032240.0
2021-02-05,1132.444092435958,1134.5128237163976,1110.9642549215084,1119.85546875,5477481.0
2021-02-08,1131.6518008027583,1153.2196492039,1122.8485973737208,1147.5416259765625,6921922.0
2021-02-09,1150.4907792397423,1172.5868003058606,1142.523836448464,1149.3023681640625,7965949.0
2021-02-10,1140.7191458914072,1148.2458203636193,1129.979173207175,1141.3353271484375,5951207.0
2021-02-11,1134.7327326439702,1140.89497401597,1129.494870462155,1137.9459228515625,4673317.0
2021-02-12,1148.8178770279114,1165.3238810081975,1145.7808152799241,1153.04345703125,5797875.0
